symbol,display_symbol,description,exchange
COINBASE:NMR-EUR,NMR/EUR,COINBASE NMR/EUR,COINBASE
COINBASE:TRB-USD,TRB/USD,COINBASE TRB/USD,COINBASE
COINBASE:YFI-BTC,YFI/BTC,COINBASE YFI/BTC,COINBASE
COINBASE:ENJ-BTC,ENJ/BTC,COINBASE ENJ/BTC,COINBASE
COINBASE:MASK-EUR,MASK/EUR,COINBASE MASK/EUR,COINBASE
COINBASE:AVT-USD,AVT/USD,COINBASE AVT/USD,COINBASE
COINBASE:ERN-EUR,ERN/EUR,COINBASE ERN/EUR,COINBASE
COINBASE:BAL-USD,BAL/USD,COINBASE BAL/USD,COINBASE
COINBASE:GFI-USD,GFI/USD,COINBASE GFI/USD,COINBASE
COINBASE:HIGH-USD,HIGH/USD,COINBASE HIGH/USD,COINBASE
COINBASE:INDEX-USDT,INDEX/USDT,COINBASE INDEX/USDT,COINBASE
COINBASE:QNT-USD,QNT/USD,COINBASE QNT/USD,COINBASE
COINBASE:GAL-USDT,GAL/USDT,COINBASE GAL/USDT,COINBASE
COINBASE:TRU-EUR,TRU/EUR,COINBASE TRU/EUR,COINBASE
COINBASE:COVAL-USDT,COVAL/USDT,COINBASE COVAL/USDT,COINBASE
COINBASE:CGLD-USD,CGLD/USD,COINBASE CGLD/USD,COINBASE
COINBASE:ATOM-USDT,ATOM/USDT,COINBASE ATOM/USDT,COINBASE
COINBASE:VGX-USD,VGX/USD,COINBASE VGX/USD,COINBASE
COINBASE:CLV-USDT,CLV/USDT,COINBASE CLV/USDT,COINBASE
COINBASE:FIL-BTC,FIL/BTC,COINBASE FIL/BTC,COINBASE
COINBASE:BTC-USDT,BTC/USDT,COINBASE BTC/USDT,COINBASE
COINBASE:BLZ-USD,BLZ/USD,COINBASE BLZ/USD,COINBASE
COINBASE:MEDIA-USD,MEDIA/USD,COINBASE MEDIA/USD,COINBASE
COINBASE:AXS-USD,AXS/USD,COINBASE AXS/USD,COINBASE
COINBASE:SUPER-USD,SUPER/USD,COINBASE SUPER/USD,COINBASE
COINBASE:RPL-USD,RPL/USD,COINBASE RPL/USD,COINBASE
COINBASE:BAT-EUR,BAT/EUR,COINBASE BAT/EUR,COINBASE
COINBASE:TRU-USDT,TRU/USDT,COINBASE TRU/USDT,COINBASE
COINBASE:QSP-USD,QSP/USD,COINBASE QSP/USD,COINBASE
COINBASE:SUKU-EUR,SUKU/EUR,COINBASE SUKU/EUR,COINBASE
COINBASE:USDC-GBP,USDC/GBP,COINBASE USDC/GBP,COINBASE
COINBASE:EOS-USD,EOS/USD,COINBASE EOS/USD,COINBASE
COINBASE:ELA-USDT,ELA/USDT,COINBASE ELA/USDT,COINBASE
COINBASE:ZEC-USDC,ZEC/USDC,COINBASE ZEC/USDC,COINBASE
COINBASE:PRQ-USD,PRQ/USD,COINBASE PRQ/USD,COINBASE
COINBASE:CTX-USDT,CTX/USDT,COINBASE CTX/USDT,COINBASE
COINBASE:RARI-USD,RARI/USD,COINBASE RARI/USD,COINBASE
COINBASE:XTZ-EUR,XTZ/EUR,COINBASE XTZ/EUR,COINBASE
COINBASE:RLC-BTC,RLC/BTC,COINBASE RLC/BTC,COINBASE
COINBASE:FIL-EUR,FIL/EUR,COINBASE FIL/EUR,COINBASE
COINBASE:COTI-USD,COTI/USD,COINBASE COTI/USD,COINBASE
COINBASE:ICP-BTC,ICP/BTC,COINBASE ICP/BTC,COINBASE
COINBASE:SPELL-USDT,SPELL/USDT,COINBASE SPELL/USDT,COINBASE
COINBASE:WCFG-USD,WCFG/USD,COINBASE WCFG/USD,COINBASE
COINBASE:MPL-USD,MPL/USD,COINBASE MPL/USD,COINBASE
COINBASE:FORTH-USD,FORTH/USD,COINBASE FORTH/USD,COINBASE
COINBASE:BAT-BTC,BAT/BTC,COINBASE BAT/BTC,COINBASE
COINBASE:UMA-EUR,UMA/EUR,COINBASE UMA/EUR,COINBASE
COINBASE:TIME-USD,TIME/USD,COINBASE TIME/USD,COINBASE
COINBASE:METIS-USDT,METIS/USDT,COINBASE METIS/USDT,COINBASE
COINBASE:ROSE-USDT,ROSE/USDT,COINBASE ROSE/USDT,COINBASE
COINBASE:KNC-USD,KNC/USD,COINBASE KNC/USD,COINBASE
COINBASE:ALEPH-USD,ALEPH/USD,COINBASE ALEPH/USD,COINBASE
COINBASE:OP-USD,OP/USD,COINBASE OP/USD,COINBASE
COINBASE:GMT-USD,GMT/USD,COINBASE GMT/USD,COINBASE
COINBASE:GYEN-USD,GYEN/USD,COINBASE GYEN/USD,COINBASE
COINBASE:BOND-USDT,BOND/USDT,COINBASE BOND/USDT,COINBASE
COINBASE:WBTC-BTC,WBTC/BTC,COINBASE WBTC/BTC,COINBASE
COINBASE:GRT-USD,GRT/USD,COINBASE GRT/USD,COINBASE
COINBASE:FET-USD,FET/USD,COINBASE FET/USD,COINBASE
COINBASE:APE-USDT,APE/USDT,COINBASE APE/USDT,COINBASE
COINBASE:ETC-USD,ETC/USD,COINBASE ETC/USD,COINBASE
COINBASE:LCX-EUR,LCX/EUR,COINBASE LCX/EUR,COINBASE
COINBASE:RAD-USD,RAD/USD,COINBASE RAD/USD,COINBASE
COINBASE:LTC-EUR,LTC/EUR,COINBASE LTC/EUR,COINBASE
COINBASE:XTZ-BTC,XTZ/BTC,COINBASE XTZ/BTC,COINBASE
COINBASE:CRV-BTC,CRV/BTC,COINBASE CRV/BTC,COINBASE
COINBASE:ICP-USD,ICP/USD,COINBASE ICP/USD,COINBASE
COINBASE:NKN-EUR,NKN/EUR,COINBASE NKN/EUR,COINBASE
COINBASE:ORCA-USD,ORCA/USD,COINBASE ORCA/USD,COINBASE
COINBASE:VGX-USDT,VGX/USDT,COINBASE VGX/USDT,COINBASE
COINBASE:UNI-EUR,UNI/EUR,COINBASE UNI/EUR,COINBASE
COINBASE:MIR-GBP,MIR/GBP,COINBASE MIR/GBP,COINBASE
COINBASE:ALCX-USDT,ALCX/USDT,COINBASE ALCX/USDT,COINBASE
COINBASE:FLOW-USDT,FLOW/USDT,COINBASE FLOW/USDT,COINBASE
COINBASE:DOT-USDT,DOT/USDT,COINBASE DOT/USDT,COINBASE
COINBASE:NKN-USD,NKN/USD,COINBASE NKN/USD,COINBASE
COINBASE:ARPA-USDT,ARPA/USDT,COINBASE ARPA/USDT,COINBASE
COINBASE:SHPING-USD,SHPING/USD,COINBASE SHPING/USD,COINBASE
COINBASE:BNT-BTC,BNT/BTC,COINBASE BNT/BTC,COINBASE
COINBASE:SHIB-GBP,SHIB/GBP,COINBASE SHIB/GBP,COINBASE
COINBASE:DOT-EUR,DOT/EUR,COINBASE DOT/EUR,COINBASE
COINBASE:AURORA-USD,AURORA/USD,COINBASE AURORA/USD,COINBASE
COINBASE:EGLD-USD,EGLD/USD,COINBASE EGLD/USD,COINBASE
COINBASE:PYR-USD,PYR/USD,COINBASE PYR/USD,COINBASE
COINBASE:SPELL-USD,SPELL/USD,COINBASE SPELL/USD,COINBASE
COINBASE:LTC-GBP,LTC/GBP,COINBASE LTC/GBP,COINBASE
COINBASE:CTX-USD,CTX/USD,COINBASE CTX/USD,COINBASE
COINBASE:ALGO-BTC,ALGO/BTC,COINBASE ALGO/BTC,COINBASE
COINBASE:GALA-USDT,GALA/USDT,COINBASE GALA/USDT,COINBASE
COINBASE:FORTH-EUR,FORTH/EUR,COINBASE FORTH/EUR,COINBASE
COINBASE:FORTH-BTC,FORTH/BTC,COINBASE FORTH/BTC,COINBASE
COINBASE:API3-USD,API3/USD,COINBASE API3/USD,COINBASE
COINBASE:HFT-USD,HFT/USD,COINBASE HFT/USD,COINBASE
COINBASE:TRB-BTC,TRB/BTC,COINBASE TRB/BTC,COINBASE
COINBASE:BTC-GBP,BTC/GBP,COINBASE BTC/GBP,COINBASE
COINBASE:APE-USD,APE/USD,COINBASE APE/USD,COINBASE
COINBASE:GODS-USD,GODS/USD,COINBASE GODS/USD,COINBASE
COINBASE:LIT-USD,LIT/USD,COINBASE LIT/USD,COINBASE
COINBASE:MKR-BTC,MKR/BTC,COINBASE MKR/BTC,COINBASE
COINBASE:XYO-EUR,XYO/EUR,COINBASE XYO/EUR,COINBASE
COINBASE:MATH-USD,MATH/USD,COINBASE MATH/USD,COINBASE
COINBASE:ASM-USDT,ASM/USDT,COINBASE ASM/USDT,COINBASE
COINBASE:JASMY-USDT,JASMY/USDT,COINBASE JASMY/USDT,COINBASE
COINBASE:DESO-USDT,DESO/USDT,COINBASE DESO/USDT,COINBASE
COINBASE:ADA-USDT,ADA/USDT,COINBASE ADA/USDT,COINBASE
COINBASE:LRC-USD,LRC/USD,COINBASE LRC/USD,COINBASE
COINBASE:ALCX-USD,ALCX/USD,COINBASE ALCX/USD,COINBASE
COINBASE:LTC-BTC,LTC/BTC,COINBASE LTC/BTC,COINBASE
COINBASE:GAL-USD,GAL/USD,COINBASE GAL/USD,COINBASE
COINBASE:CHZ-GBP,CHZ/GBP,COINBASE CHZ/GBP,COINBASE
COINBASE:TRU-BTC,TRU/BTC,COINBASE TRU/BTC,COINBASE
COINBASE:UMA-BTC,UMA/BTC,COINBASE UMA/BTC,COINBASE
COINBASE:BOND-USD,BOND/USD,COINBASE BOND/USD,COINBASE
COINBASE:USDC-EUR,USDC/EUR,COINBASE USDC/EUR,COINBASE
COINBASE:ATA-USD,ATA/USD,COINBASE ATA/USD,COINBASE
COINBASE:BICO-USD,BICO/USD,COINBASE BICO/USD,COINBASE
COINBASE:ZEN-USD,ZEN/USD,COINBASE ZEN/USD,COINBASE
COINBASE:WBTC-USD,WBTC/USD,COINBASE WBTC/USD,COINBASE
COINBASE:CTX-EUR,CTX/EUR,COINBASE CTX/EUR,COINBASE
COINBASE:FORTH-GBP,FORTH/GBP,COINBASE FORTH/GBP,COINBASE
COINBASE:POWR-USD,POWR/USD,COINBASE POWR/USD,COINBASE
COINBASE:AMP-USD,AMP/USD,COINBASE AMP/USD,COINBASE
COINBASE:DOGE-EUR,DOGE/EUR,COINBASE DOGE/EUR,COINBASE
COINBASE:LPT-USD,LPT/USD,COINBASE LPT/USD,COINBASE
COINBASE:ABT-USD,ABT/USD,COINBASE ABT/USD,COINBASE
COINBASE:BTRST-BTC,BTRST/BTC,COINBASE BTRST/BTC,COINBASE
COINBASE:UNI-BTC,UNI/BTC,COINBASE UNI/BTC,COINBASE
COINBASE:AIOZ-USD,AIOZ/USD,COINBASE AIOZ/USD,COINBASE
COINBASE:MASK-USDT,MASK/USDT,COINBASE MASK/USDT,COINBASE
COINBASE:NEST-USD,NEST/USD,COINBASE NEST/USD,COINBASE
COINBASE:UST-USDT,UST/USDT,COINBASE UST/USDT,COINBASE
COINBASE:HBAR-USDT,HBAR/USDT,COINBASE HBAR/USDT,COINBASE
COINBASE:ZRX-EUR,ZRX/EUR,COINBASE ZRX/EUR,COINBASE
COINBASE:POLY-USD,POLY/USD,COINBASE POLY/USD,COINBASE
COINBASE:HBAR-USD,HBAR/USD,COINBASE HBAR/USD,COINBASE
COINBASE:TRAC-EUR,TRAC/EUR,COINBASE TRAC/EUR,COINBASE
COINBASE:NU-EUR,NU/EUR,COINBASE NU/EUR,COINBASE
COINBASE:BADGER-USD,BADGER/USD,COINBASE BADGER/USD,COINBASE
COINBASE:RNDR-USDT,RNDR/USDT,COINBASE RNDR/USDT,COINBASE
COINBASE:SOL-USDT,SOL/USDT,COINBASE SOL/USDT,COINBASE
COINBASE:REP-USD,REP/USD,COINBASE REP/USD,COINBASE
COINBASE:BCH-GBP,BCH/GBP,COINBASE BCH/GBP,COINBASE
COINBASE:MDT-USD,MDT/USD,COINBASE MDT/USD,COINBASE
COINBASE:MEDIA-USDT,MEDIA/USDT,COINBASE MEDIA/USDT,COINBASE
COINBASE:MDT-USDT,MDT/USDT,COINBASE MDT/USDT,COINBASE
COINBASE:REP-BTC,REP/BTC,COINBASE REP/BTC,COINBASE
COINBASE:JASMY-USD,JASMY/USD,COINBASE JASMY/USD,COINBASE
COINBASE:MUSE-USD,MUSE/USD,COINBASE MUSE/USD,COINBASE
COINBASE:MCO2-USDT,MCO2/USDT,COINBASE MCO2/USDT,COINBASE
COINBASE:MAGIC-USD,MAGIC/USD,COINBASE MAGIC/USD,COINBASE
COINBASE:RLY-EUR,RLY/EUR,COINBASE RLY/EUR,COINBASE
COINBASE:1INCH-GBP,1INCH/GBP,COINBASE 1INCH/GBP,COINBASE
COINBASE:NCT-USDT,NCT/USDT,COINBASE NCT/USDT,COINBASE
COINBASE:MASK-GBP,MASK/GBP,COINBASE MASK/GBP,COINBASE
COINBASE:POLY-USDT,POLY/USDT,COINBASE POLY/USDT,COINBASE
COINBASE:BOBA-USD,BOBA/USD,COINBASE BOBA/USD,COINBASE
COINBASE:QSP-USDT,QSP/USDT,COINBASE QSP/USDT,COINBASE
COINBASE:BCH-EUR,BCH/EUR,COINBASE BCH/EUR,COINBASE
COINBASE:RAD-USDT,RAD/USDT,COINBASE RAD/USDT,COINBASE
COINBASE:NMR-USD,NMR/USD,COINBASE NMR/USD,COINBASE
COINBASE:MANA-ETH,MANA/ETH,COINBASE MANA/ETH,COINBASE
COINBASE:DIA-USDT,DIA/USDT,COINBASE DIA/USDT,COINBASE
COINBASE:AXS-EUR,AXS/EUR,COINBASE AXS/EUR,COINBASE
COINBASE:POLS-USDT,POLS/USDT,COINBASE POLS/USDT,COINBASE
COINBASE:1INCH-BTC,1INCH/BTC,COINBASE 1INCH/BTC,COINBASE
COINBASE:POWR-EUR,POWR/EUR,COINBASE POWR/EUR,COINBASE
COINBASE:NCT-USD,NCT/USD,COINBASE NCT/USD,COINBASE
COINBASE:FIS-USDT,FIS/USDT,COINBASE FIS/USDT,COINBASE
COINBASE:KRL-USD,KRL/USD,COINBASE KRL/USD,COINBASE
COINBASE:BAL-BTC,BAL/BTC,COINBASE BAL/BTC,COINBASE
COINBASE:KSM-USDT,KSM/USDT,COINBASE KSM/USDT,COINBASE
COINBASE:CELR-USD,CELR/USD,COINBASE CELR/USD,COINBASE
COINBASE:LCX-USD,LCX/USD,COINBASE LCX/USD,COINBASE
COINBASE:DEXT-USD,DEXT/USD,COINBASE DEXT/USD,COINBASE
COINBASE:NU-BTC,NU/BTC,COINBASE NU/BTC,COINBASE
COINBASE:SUSHI-ETH,SUSHI/ETH,COINBASE SUSHI/ETH,COINBASE
COINBASE:CBETH-USD,cbETH/USD,COINBASE cbETH/USD,COINBASE
COINBASE:APE-EUR,APE/EUR,COINBASE APE/EUR,COINBASE
COINBASE:CTSI-BTC,CTSI/BTC,COINBASE CTSI/BTC,COINBASE
COINBASE:SKL-USD,SKL/USD,COINBASE SKL/USD,COINBASE
COINBASE:GRT-BTC,GRT/BTC,COINBASE GRT/BTC,COINBASE
COINBASE:AVAX-USD,AVAX/USD,COINBASE AVAX/USD,COINBASE
COINBASE:BADGER-USDT,BADGER/USDT,COINBASE BADGER/USDT,COINBASE
COINBASE:ETH-BTC,ETH/BTC,COINBASE ETH/BTC,COINBASE
COINBASE:BTC-USDC,BTC/USDC,COINBASE BTC/USDC,COINBASE
COINBASE:ASM-USD,ASM/USD,COINBASE ASM/USD,COINBASE
COINBASE:API3-USDT,API3/USDT,COINBASE API3/USDT,COINBASE
COINBASE:ACH-USDT,ACH/USDT,COINBASE ACH/USDT,COINBASE
COINBASE:TIME-USDT,TIME/USDT,COINBASE TIME/USDT,COINBASE
COINBASE:ATA-USDT,ATA/USDT,COINBASE ATA/USDT,COINBASE
COINBASE:OMG-EUR,OMG/EUR,COINBASE OMG/EUR,COINBASE
COINBASE:ETH-DAI,ETH/DAI,COINBASE ETH/DAI,COINBASE
COINBASE:USDT-EUR,USDT/EUR,COINBASE USDT/EUR,COINBASE
COINBASE:STX-USD,STX/USD,COINBASE STX/USD,COINBASE
COINBASE:PLA-USD,PLA/USD,COINBASE PLA/USD,COINBASE
COINBASE:BCH-USD,BCH/USD,COINBASE BCH/USD,COINBASE
COINBASE:SOL-GBP,SOL/GBP,COINBASE SOL/GBP,COINBASE
COINBASE:UNI-USD,UNI/USD,COINBASE UNI/USD,COINBASE
COINBASE:REQ-BTC,REQ/BTC,COINBASE REQ/BTC,COINBASE
COINBASE:PUNDIX-USD,PUNDIX/USD,COINBASE PUNDIX/USD,COINBASE
COINBASE:MTL-USD,MTL/USD,COINBASE MTL/USD,COINBASE
COINBASE:LINK-ETH,LINK/ETH,COINBASE LINK/ETH,COINBASE
COINBASE:BIT-USDT,BIT/USDT,COINBASE BIT/USDT,COINBASE
COINBASE:SHIB-EUR,SHIB/EUR,COINBASE SHIB/EUR,COINBASE
COINBASE:BOBA-USDT,BOBA/USDT,COINBASE BOBA/USDT,COINBASE
COINBASE:ADA-EUR,ADA/EUR,COINBASE ADA/EUR,COINBASE
COINBASE:PRO-USD,PRO/USD,COINBASE PRO/USD,COINBASE
COINBASE:CVC-USD,CVC/USD,COINBASE CVC/USD,COINBASE
COINBASE:ANT-USD,ANT/USD,COINBASE ANT/USD,COINBASE
COINBASE:YFII-USD,YFII/USD,COINBASE YFII/USD,COINBASE
COINBASE:MKR-USD,MKR/USD,COINBASE MKR/USD,COINBASE
COINBASE:CRO-EUR,CRO/EUR,COINBASE CRO/EUR,COINBASE
COINBASE:BAND-GBP,BAND/GBP,COINBASE BAND/GBP,COINBASE
COINBASE:BAT-USD,BAT/USD,COINBASE BAT/USD,COINBASE
COINBASE:OP-USDT,OP/USDT,COINBASE OP/USDT,COINBASE
COINBASE:ANKR-USD,ANKR/USD,COINBASE ANKR/USD,COINBASE
COINBASE:WCFG-EUR,WCFG/EUR,COINBASE WCFG/EUR,COINBASE
COINBASE:REN-BTC,REN/BTC,COINBASE REN/BTC,COINBASE
COINBASE:CGLD-BTC,CGLD/BTC,COINBASE CGLD/BTC,COINBASE
COINBASE:ETC-GBP,ETC/GBP,COINBASE ETC/GBP,COINBASE
COINBASE:BNT-EUR,BNT/EUR,COINBASE BNT/EUR,COINBASE
COINBASE:CLV-USD,CLV/USD,COINBASE CLV/USD,COINBASE
COINBASE:BTCAUCTION-USD,BTCAUCTION/USD,COINBASE BTCAUCTION/USD,COINBASE
COINBASE:FOX-USDT,FOX/USDT,COINBASE FOX/USDT,COINBASE
COINBASE:BTRST-EUR,BTRST/EUR,COINBASE BTRST/EUR,COINBASE
COINBASE:AAVE-EUR,AAVE/EUR,COINBASE AAVE/EUR,COINBASE
COINBASE:BAT-USDC,BAT/USDC,COINBASE BAT/USDC,COINBASE
COINBASE:ARPA-EUR,ARPA/EUR,COINBASE ARPA/EUR,COINBASE
COINBASE:UNI-GBP,UNI/GBP,COINBASE UNI/GBP,COINBASE
COINBASE:NKN-BTC,NKN/BTC,COINBASE NKN/BTC,COINBASE
COINBASE:NU-GBP,NU/GBP,COINBASE NU/GBP,COINBASE
COINBASE:MASK-USD,MASK/USD,COINBASE MASK/USD,COINBASE
COINBASE:SKL-EUR,SKL/EUR,COINBASE SKL/EUR,COINBASE
COINBASE:REN-USD,REN/USD,COINBASE REN/USD,COINBASE
COINBASE:SNX-USD,SNX/USD,COINBASE SNX/USD,COINBASE
COINBASE:WAMPL-USD,WAMPL/USD,COINBASE WAMPL/USD,COINBASE
COINBASE:ATOM-BTC,ATOM/BTC,COINBASE ATOM/BTC,COINBASE
COINBASE:ANKR-EUR,ANKR/EUR,COINBASE ANKR/EUR,COINBASE
COINBASE:MANA-USDC,MANA/USDC,COINBASE MANA/USDC,COINBASE
COINBASE:ALICE-USD,ALICE/USD,COINBASE ALICE/USD,COINBASE
COINBASE:MIR-BTC,MIR/BTC,COINBASE MIR/BTC,COINBASE
COINBASE:AXS-USDT,AXS/USDT,COINBASE AXS/USDT,COINBASE
COINBASE:MINA-USDT,MINA/USDT,COINBASE MINA/USDT,COINBASE
COINBASE:PLU-USD,PLU/USD,COINBASE PLU/USD,COINBASE
COINBASE:SKL-BTC,SKL/BTC,COINBASE SKL/BTC,COINBASE
COINBASE:AGLD-USD,AGLD/USD,COINBASE AGLD/USD,COINBASE
COINBASE:ZEC-BTC,ZEC/BTC,COINBASE ZEC/BTC,COINBASE
COINBASE:TRIBE-USD,TRIBE/USD,COINBASE TRIBE/USD,COINBASE
COINBASE:FET-USDT,FET/USDT,COINBASE FET/USDT,COINBASE
COINBASE:MLN-USD,MLN/USD,COINBASE MLN/USD,COINBASE
COINBASE:REQ-USD,REQ/USD,COINBASE REQ/USD,COINBASE
COINBASE:UNFI-USD,UNFI/USD,COINBASE UNFI/USD,COINBASE
COINBASE:REQ-USDT,REQ/USDT,COINBASE REQ/USDT,COINBASE
COINBASE:GNO-USD,GNO/USD,COINBASE GNO/USD,COINBASE
COINBASE:PERP-USD,PERP/USD,COINBASE PERP/USD,COINBASE
COINBASE:ROSE-USD,ROSE/USD,COINBASE ROSE/USD,COINBASE
COINBASE:GNO-USDT,GNO/USDT,COINBASE GNO/USDT,COINBASE
COINBASE:BICO-EUR,BICO/EUR,COINBASE BICO/EUR,COINBASE
COINBASE:STX-USDT,STX/USDT,COINBASE STX/USDT,COINBASE
COINBASE:GTC-USD,GTC/USD,COINBASE GTC/USD,COINBASE
COINBASE:UST-EUR,UST/EUR,COINBASE UST/EUR,COINBASE
COINBASE:PAX-USD,PAX/USD,COINBASE PAX/USD,COINBASE
COINBASE:RLY-USD,RLY/USD,COINBASE RLY/USD,COINBASE
